Food-Name,"Energy-
-kJ","Protein-
-g","Fat
-g","carbohydrate
-g",sugars-g,"Sodium-Na-
-mg","Zinc-Zn-
-mg","Folate
-ug","Pyridoxine-B6-
-mg","Cobalamin-B12-
-ug","Vitamin-D3
-ug","Vitamin-C-
-mg","Vitamin-A
-ug","Iron-Fe-
-mg","Calcium-Ca-
-mg","Selenium-Se-
-ug",per-100g
"Soup, broth style, with meat & noodles, instant dry mix","1,520",10.8,6.3,64.1,6,"4,536",0.7,73,0.14,0.1,0,0,60,1.5,43,11,per 100g
"Soup, chicken & noodle, cup of soup, prepared from instant dry mix with water",79,0.7,0.2,3.4,0.4,440,0,1,0.01,0,0,0,0,0.1,5,0,per 100g
"Soup, cream variety, instant dry mix","1,628",5.3,13.2,59.1,8.1,"4,230",0.38,110,0.31,0.1,0,0,59,0.83,42,3.6,per 100g
"Soup, vegetable, instant dry mix","1,201",6.7,2.1,58.3,10.3,"7,130",0.57,110,0.62,0.2,0,0,136,1.1,108,7.4,per 100g
"Soup, vegetable & noodle, instant dry mix","1,514",8.7,6.3,65.5,16,"2,030",0.75,60,0.18,0.2,0,0,38,1.9,42,8.6,per 100g
"Bar, cherry & coconut centre, dark chocolate-coated","1,785",4.4,22.4,52.6,48.6,46,0.83,5,0.01,0,0,0,18,0.88,50,3,per 100g
"Bar, coconut cream centre, milk chocolate-coated","1,778",4.5,22.4,52.1,44.3,130,0.9,17,0.02,0.1,0,0,39,1.8,87,2,per 100g
"Bar, honeycomb centre, milk chocolate-coated","1,772",2.6,16.2,70,64.2,260,0.3,4,0.03,0.1,0,0,7,0.9,76,0,per 100g
"Bar, nougat & caramel centre, milk chocolate-coated","1,712",5.2,17.2,62.6,55.3,190,0.8,15,0.03,0.1,0,0,66,1.6,160,0,per 100g
"Chocolate, compound, cooking","2,140",4,30.3,57,55.3,45,1.4,36,0.02,0,0,0,0,2,78,2,per 100g
"Chocolate, dark, high cocoa solids","2,202",3.9,30.1,62.6,52,55,2,13,0.04,0.1,0,0,21,4.4,52,2,per 100g
"Chocolate, dark, no added sugar","2,118",6.9,38.3,4.1,0.5,3,2,25,0.02,0.1,0,0,2,15,51,3,per 100g
"Chocolate, milk","2,178",7.6,30.5,56,54.6,68,1.24,36,0.08,0.2,0,5,79,1.42,252,6,per 100g
"Chocolate, milk, fondant or caramel filled","2,002",6,24.7,61.4,53.6,79,0.9,36,0.02,0.2,0,0,80,1.3,170,1,per 100g
"Chocolate, milk, with dried fruit & nuts","2,080",7.8,27.9,55.3,53.3,62,1.35,32,0.1,0.1,0,4,61,1.7,218,5.3,per 100g
"Chocolate, milk, with nuts","2,325",9.9,39.5,40.7,39.6,48,1.57,56,0.21,0.1,0,3,56,1.97,208,4.5,per 100g
"Chocolate, white","2,273",7.1,34.5,54.6,54.6,78,0.85,7,0.02,0,0,0,6,0,230,3,per 100g
"Confectionery, almond, chocolate-coated","2,209",9.4,33.5,48.4,47.2,58,1.6,36,0.08,0.1,0,4,67,1.77,254,5.3,per 100g
"Confectionery, chocolate centre, sugar-coated","2,032",4.8,18.8,76.7,64.9,55,0.8,36,0.02,0.2,0,0,28,1.3,110,1,per 100g
"Confectionery, dried fruit & nuts, chocolate-coated","2,083",9.7,29.5,49.4,46.8,36,1.38,36,0.19,0.1,0,2,39,1.63,161,4.4,per 100g
"Confectionery, peanut, chocolate-coated","2,334",13.3,37.7,41.9,37.6,174,1.79,55,0.26,0.1,0,3,52,1.75,183,4.7,per 100g
"Confectionery, sultana, chocolate-coated","1,913",6.1,21.4,61.7,60.2,50,0.98,27,0.12,0.1,0,3,55,1.55,192,4.3,per 100g
"Chutney or relish, commercial",752,0.5,0.3,43.1,41.5,690,0,11,0.09,0,0,0,10,0.9,25,0,per 100g
"Jam, berry","1,100",0.3,0,67.3,67.2,12,0.1,11,0.02,0,0,0,0,0.3,8,2,per 100g
"Jam, stone fruit","1,050",0.2,0,64.4,64.3,14,0,11,0.04,0,0,9,8,0.2,5,2,per 100g
"Jam, plum","1,050",0.2,0,64.4,64.3,14,0,11,0.04,0,0,9,3,0.2,5,2,per 100g
"Marmalade, orange","1,060",0.1,0,65.5,65.4,33,0,9,0.06,0,0,2,0,0.3,15,0.6,per 100g
"Spread, hazelnut & chocolate flavoured","2,192",6.8,30.3,57.8,57.2,42,1.3,14,0.06,0,0,0,1,1.2,130,2,per 100g
"Glucose, liquid or syrup","1,268",0,0,87.5,33,150,0,0,0,0,0,0,0,0.5,8,0,per 100g
Honey,"1,162",0.3,0,72.3,72.3,8,0.17,0,0.02,0,0,0,0,0.12,8,0,per 100g
"Sugar, brown","1,552",0.2,0,96.8,96.8,21,0,0,0.08,0,0,0,0,1.2,150,0,per 100g
"Sugar, raw","1,597",0,0,99.8,99.8,1,0,0,0.04,0,0,0,0,0.3,7,0,per 100g
"Sugar, white, granulated or lump","1,600",0,0,100,100,0,0,0,0.01,0,0,0,0,0,1,0,per 100g
"Sugar, white, icing","1,600",0,0,100,100,0,0,0,0.01,0,0,0,0,0,1,0,per 100g
"Sugar, white, icing mixture","1,598",0,0,99.6,95.6,0,0,0,0.01,0,0,0,0,0,1,0,per 100g
"Syrup, golden","1,203",0.2,0,74.9,74.9,130,0,0,0.19,0,0,0,0,3.3,230,0.8,per 100g
"Syrup, maple, pure","1,082",0,0.1,67,60.4,12,1.47,0,0,0,0,0,0,0.11,102,0.6,per 100g
"Caramels, soft & hard","1,620",2.5,11.4,74.5,54.6,250,0.4,1,0.02,0,0,0,76,0.3,67,0,per 100g
"Jelly crystals, sugar sweetened, all flavours","1,582",7.1,0,90.7,90.7,520,0,0,0.04,0,0,0,0,0.1,4,0,per 100g
"Jelly, sugar sweetened, all flavours, prepared",230,1,0,13.2,13.2,78,0,0,0,0,0,0,0,0.02,2,0,per 100g
"Liquorice, black","1,283",5.7,0.8,70.3,40.6,120,0.6,0,0.36,0,0,0,0,8.8,280,5,per 100g
"Liquorice, allsorts","1,473",2.3,0.3,88.1,76.2,48,0.24,0,0.15,0,0,0,0,3.52,113,2,per 100g
"Liquorice, chocolate-coated","1,552",6.3,9.7,66,44.8,104,0.79,11,0.28,0,0,1,24,6.59,272,5.3,per 100g
"Lolly, hard varieties","1,566",0,0,98.4,93.2,250,0.3,0,0,0,0,0,0,0.1,71,0,per 100g
"Lolly, jelly varieties","1,260",3.9,0,75.1,45.3,39,0.01,0,0,0,0,0,0,0.12,6,0,per 100g
"Lolly, mint flavoured, sugar sweetened","1,588",0.1,2,93.3,74.3,48,0,0,0,0,0,0,0,0,1,0,per 100g
"Meringue, all flavours, commercial","1,538",2.6,1.4,90.1,89.4,40,0.2,6,0,0,0,0,0,0,3,4.1,per 100g
"Artichoke, globe, raw",145,2.8,0.2,1.3,0.9,6,0.6,68,0.12,0,0,16,15,0.5,30,0.2,per 100g
"Artichoke, globe, boiled, drained",170,3.3,0.2,1.5,1,7,0.67,52,0.1,0,0,14,16,0.56,34,0.2,per 100g
"Artichoke, jerusalem, peeled, raw",245,2.1,0.1,10.5,2.7,5,0.3,13,0.08,0,0,7,3,0.9,20,0.7,per 100g
"Artichoke, jerusalem, peeled, boiled, drained",263,2.2,0.1,11.3,2.9,5,0.31,9,0.07,0,0,5,3,0.92,20,0.7,per 100g
"Artichoke heart, canned in brine, drained",104,1.9,0.3,1.2,1.1,280,0.3,89,0.08,0,0,3,2,0.4,33,0.2,per 100g
"Asparagus, green, raw",88,2.5,0.1,1.4,1.4,2,0.2,99,0.1,0,0,15,26,1,11,0,per 100g
"Asparagus, green, boiled, drained",104,2.9,0.1,1.6,1.6,2,0.22,76,0.09,0,0,13,28,1.12,12,0,per 100g
"Asparagus, canned in brine, drained",101,1.9,0.1,1.5,1.5,240,0.6,76,0.09,0,0,6,67,1.6,12,0,per 100g
"Avocado, raw",579,1.6,13.2,0.2,0,7,0.53,90,0.1,0,0,4,12,0.49,10,0,per 100g
"Bamboo shoot, canned in water, heated, drained",57,0.8,0,1.3,0.8,10,0.5,3,0.14,0,0,0,0,0.4,15,1,per 100g
"Basil, green, fresh, raw",94,2.6,0.5,0.2,0,10,0.92,71,0.07,0,0,6,583,3,220,0,per 100g
"Bean, broad, fresh, raw",235,6.9,0.5,2.2,0.7,4,1.2,96,0.04,0,0,41,34,1.9,17,1.2,per 100g
"Bean, broad, fresh, boiled, drained",252,7.4,0.5,2.4,0.8,3,1.1,62,0.03,0,0,29,31,1.74,16,1.1,per 100g
"Bean, butter, fresh, raw",104,2.3,0.2,2.3,1.8,3,1.5,23,0.12,0,0,15,15,0.4,16,0,per 100g
"Bean, butter, fresh, boiled, drained",112,2.5,0.2,2.5,1.9,2,1.37,15,0.09,0,0,10,14,0.36,15,0,per 100g
"Bean, green, fresh, raw",106,1.8,0,3.3,2.6,0,0.27,36,0.05,0,0,4,48,0.69,45,0,per 100g
"Bean, green, fresh, boiled, drained",114,1.9,0,3.5,2.8,0,0.25,23,0.04,0,0,2,44,0.63,41,0,per 100g
"Bean, green, frozen, boiled, drained",108,1.4,0.2,2.8,1.3,2,1.9,17,0.12,0,0,3,59,0.8,33,0,per 100g
"Beetroot, fresh, purple, peeled, raw",201,1.9,0.1,8.4,8.4,54,0.8,110,0.11,0,0,6,2,0.9,8,0,per 100g
"Beetroot, fresh, purple, peeled, baked, no added fat",246,2.3,0.1,10.2,10.2,66,0.98,107,0.13,0,0,5,2,1.1,10,0,per 100g
"Beetroot, fresh, purple, peeled, boiled, drained",216,2,0.1,9,9,55,0.82,77,0.09,0,0,4,2,0.92,8,0,per 100g
"Beetroot, canned in brine, drained",184,1.2,0,8.7,8.7,220,0.18,10,0,0,0,0,0,0.66,10,0,per 100g
"Bok choy, raw",79,2.5,0.2,0.6,0.6,57,0.36,40,0.53,0,0,17,92,1.4,83,0,per 100g
"Bok choy, fried, no added fat",113,3.6,0.3,0.8,0.8,81,0.51,49,0.72,0,0,21,118,2,118,0,per 100g
"Bok choy, steamed",82,2.6,0.2,0.6,0.6,56,0.35,25,0.41,0,0,10,91,1.38,82,0,per 100g
"Broccoli, fresh, raw",131,4.7,0.3,0.4,0.4,22,0.6,158,0.09,0,0,106,48,0.84,32,0,per 100g
"Broccoli, fresh, microwaved",112,3.2,0.4,1.3,1.3,13,0.26,87,0.06,0,0,57,75,0.58,26,0,per 100g
"Broccoli, fresh, boiled, drained",100,2.9,0.3,1.2,1.1,13,0.26,87,0.06,0,0,57,75,0.58,26,0,per 100g
"Broccoli, fresh, baked, no added fat",160,5.7,0.4,0.5,0.5,26,0.72,154,0.1,0,0,110,53,1.03,39,0,per 100g
"Broccolini, fresh, raw",122,3.2,0.4,2,1.3,16,0.45,123,0.06,0,0,12,50,0.78,39,1.7,per 100g
"Broccolini, fresh, boiled, drained",127,3.3,0.4,2.1,1.4,16,0.44,83,0.05,0,0,10,46,0.77,38,1.7,per 100g
"Brussels sprout, fresh, raw",150,3.8,0.3,2.1,2.1,30,0.3,61,0.22,0,0,110,28,0.9,15,0,per 100g
"Brussels sprout, fresh, boiled, drained",156,4,0.3,2.2,2.2,30,0.3,38,0.17,0,0,63,28,0.89,15,0,per 100g
"Cabbage, Chinese, raw",44,1.1,0,0.9,0.9,6,0.2,170,0.1,0,0,20,32,0.3,25,0,per 100g
"Cabbage, Chinese, boiled, drained",46,1.1,0,0.9,0.9,6,0.2,106,0.08,0,0,11,31,0.3,25,0,per 100g
"Cabbage, Chinese flowering, raw",71,1.3,0.3,0.9,0.8,13,0.5,425,0.09,0,0,46,230,1.7,70,0,per 100g
"Cabbage, Chinese flowering, boiled, drained",74,1.4,0.3,0.9,0.8,13,0.49,266,0.07,0,0,26,227,1.68,69,0,per 100g
"Cabbage, mustard, raw",77,2.3,0.3,0.7,0.7,3,0.1,278,0.53,0,0,100,273,0.7,130,0,per 100g
"Cabbage, mustard, boiled, drained",80,2.4,0.3,0.7,0.7,3,0.1,246,0.52,0,0,88,256,0.73,135,0,per 100g
"Cabbage, red, raw",122,2.2,0.3,2.7,2.7,16,0.3,57,0.21,0,0,69,2,0.6,35,0.6,per 100g
"Cabbage, red, boiled, drained",127,2.3,0.3,2.8,2.8,16,0.3,36,0.16,0,0,40,2,0.59,35,0.6,per 100g
"Cabbage, savoy, raw",90,1.7,0.1,2.3,2.3,23,0.3,42,0.09,0,0,46,13,0.6,39,0,per 100g
"Cabbage, savoy, boiled, drained",93,1.8,0.1,2.4,2.4,23,0.3,26,0.07,0,0,26,13,0.59,38,0,per 100g
"Cabbage, white, raw",91,1.3,0.1,2.8,2.8,14,0.23,42,0.09,0,0,45,1,0.46,32,0,per 100g
"Cabbage, white, boiled, drained",94,1.4,0.1,2.9,2.9,13,0.23,26,0.07,0,0,26,1,0.46,32,0,per 100g
"Capers, pickled, canned, drained",126,2.4,0.9,1.7,0.4,"2,348",0.32,23,0.02,0,0,4,14,1.67,40,1.2,per 100g
"Capsicum, green, fresh, raw",69,0.9,0,2.5,2.5,1,0.11,52,0.08,0,0,220,19,0.23,6,0,per 100g
"Capsicum, green, fresh, fried, no added fat",76,1,0,2.8,2.8,1,0.12,46,0.08,0,0,208,19,0.26,7,0,per 100g
"Capsicum, red, fresh, raw",115,1.1,0.4,4.4,4.4,3,0.13,120,0.06,0,0,330,111,0.28,7,0.8,per 100g
"Capsicum, red, fresh, fried, no added fat",128,1.2,0.4,4.9,4.9,3,0.15,107,0.06,0,0,312,111,0.31,7,0.9,per 100g
"Carrot, baby, peeled, fresh, raw",134,0.7,0.1,5.5,5.5,51,0.2,27,0.02,0,0,7,"1,622",0.5,42,0,per 100g
"Carrot, baby, peeled, fresh, boiled, drained",144,0.8,0.1,5.9,5.9,52,0.2,19,0.02,0,0,5,"1,569",0.51,43,0,per 100g
"Carrot, baby, baked, no added fat",146,0.8,0.1,6,6,55,0.22,23,0.02,0,0,6,"1,674",0.54,46,0,per 100g
"Carrot, mature, peeled, fresh, raw",146,0.6,0,6.6,6.2,49,0.17,34,0.02,0,0,3,"1,701",0.24,26,0,per 100g
"Carrot, mature, peeled, fresh, baked, no added fat",179,0.7,0,8,7.6,60,0.21,33,0.02,0,0,2,"1,971",0.29,32,0,per 100g
"Carrot, mature, peeled, fresh, boiled, drained",139,1.1,0.3,5.1,4.6,67,0.19,29,0.01,0,0,2,"1,682",0.23,26,0,per 100g
"Cassava, peeled, fresh, raw",587,1.1,0.2,30.4,1.2,2,2.35,27,0.09,0,0,40,68,0.8,20,0.7,per 100g
"Cassava, peeled, fresh, boiled, drained",632,1.2,0.3,32.7,1.3,2,2.4,19,0.08,0,0,28,66,0.82,20,0.7,per 100g
"Cassava, white flesh, peeled, fresh, raw",644,0.6,0.3,34.1,1.2,2,2.4,27,0.09,0,0,38,8,1,21,0.7,per 100g
"Cassava, white flesh, peeled, fresh, boiled, drained",692,0.6,0.3,36.7,1.3,2,2.45,19,0.08,0,0,26,7,1.02,21,0.7,per 100g
"Cassava, yellow flesh, peeled, fresh, raw",531,1.6,0.2,26.7,1.2,2,2.3,27,0.09,0,0,41,128,0.6,18,0.7,per 100g
"Cassava, yellow flesh, peeled, fresh, boiled, drained",571,1.7,0.2,28.7,1.3,2,2.35,19,0.08,0,0,29,124,0.61,18,0.7,per 100g
"Cauliflower, fresh, raw",102,1.9,0.2,3.3,2.8,40,0.2,56,0.17,0,0,26,0,0.32,18,0,per 100g
"Cauliflower, fresh, boiled, drained",106,2,0.2,3.4,2.9,40,0.2,38,0.13,0,0,20,0,0.32,18,0,per 100g
"Celeriac, peeled, raw",162,1.6,0.2,2.8,2.8,21,0.5,8,0.16,0,0,13,3,0.2,41,0.7,per 100g
"Celeriac, peeled, boiled, drained",174,1.7,0.2,3,3,21,0.51,6,0.14,0,0,9,3,0.2,42,0.7,per 100g
"Celery, fresh, raw",63,0.6,0.1,1.2,1.2,98,0.21,13,0.03,0,0,5,10,0.25,44,1.8,per 100g
"Celery, fresh, fried, no added fat",77,0.7,0.1,1.5,1.5,119,0.26,13,0.03,0,0,5,10,0.3,54,2.2,per 100g
"Chicory, raw",67,1.8,0.2,0.8,0.7,36,0.2,110,0.1,0,0,12,42,1.7,30,0.3,per 100g
"Chicory, boiled, drained",78,2.1,0.2,0.9,0.8,40,0.22,84,0.09,0,0,10,44,1.9,34,0.3,per 100g
"Chilli (chili), green, raw",181,2.8,0.3,1,1,4,0.4,23,0.28,0,0,128,32,1.6,12,0.5,per 100g
"Chilli (chili), green, fried, no added fat",201,3.1,0.3,1.1,1.1,4,0.44,20,0.29,0,0,121,32,1.78,13,0.6,per 100g
"Chilli (chili), red, raw",200,1.4,0.4,4.2,4.2,3,0.3,52,0.26,0,0,201,294,1.1,16,0.5,per 100g
"Chilli (chili), red, fried, no added fat",222,1.6,0.4,4.7,4.7,3,0.33,46,0.27,0,0,190,294,1.22,18,0.6,per 100g
"Chives, raw",120,1.5,0.3,2.6,2.6,7,0.4,105,0.14,0,0,29,383,2.8,90,0.9,per 100g
"Choko, peeled, fresh, raw",87,0.5,0.2,3.6,3.1,8,0.2,93,0.08,0,0,14,8,0.3,17,0.2,per 100g
"Choko, peeled, fresh, boiled, drained",103,0.6,0.2,4.3,3.7,9,0.23,72,0.07,0,0,11,9,0.34,19,0.2,per 100g
"Coriander, fresh, raw",132,3.1,0.6,1.9,1.2,45,0.55,126,0.08,0,0,30,515,4.5,86,0,per 100g
"Corn, fresh on cob, raw",366,3.6,1.8,12.5,5.4,19,0.45,16,0.07,0,0,3,1,1.2,16,0,per 100g
"Corn, fresh on cob, boiled, drained",381,3.8,1.9,13,5.6,19,0.44,11,0.05,0,0,2,1,1.19,16,0,per 100g
"Corn, kernels, canned in brine, drained",391,2.9,1,16.8,3.5,170,0.5,45,0.18,0,0,3,8,0.42,2,0,per 100g
"Corn, kernels, purchased frozen, raw",390,3,0.9,16.8,3,5,0.5,45,0.18,0,0,4,2,0.4,3,1,per 100g
"Corn, kernels, purchased frozen, boiled, drained",452,3.1,0.9,19.9,2.6,8,0.6,31,0.18,0,0,5,9,0.6,5,1,per 100g
"Cucumber, common, peeled, raw",50,0.4,0.1,2.1,2.1,21,0.4,4,0.1,0,0,8,6,0.3,13,0,per 100g
"Cucumber, common, unpeeled, raw",50,0.8,0.1,1.2,1.2,10,0.18,4,0.1,0,0,7,45,0.22,18,0,per 100g
"Cucumber, Lebanese, unpeeled, raw",52,0.6,0,2,1.9,12,0.16,4,1.8,0,0,9,15,0.27,42,0,per 100g
"Cucumber, telegraph, unpeeled, raw",56,1.2,0.1,1.4,1.4,16,0.2,4,0.1,0,0,8,28,0.3,49,0,per 100g
"Dill, fresh, raw",170,3.4,1.2,2.5,1.2,42,0.9,150,0.18,0,0,66,"1,040",1.9,170,0.1,per 100g
"Eggplant, unpeeled, fresh, raw",93,1.1,0.3,2.6,2.6,5,0.1,0,1.7,0,0,3,8,0.2,23,0,per 100g
"Eggplant, unpeeled, fresh, grilled, no added fat",132,1.6,0.4,3.7,3.7,7,0.14,0,1.82,0,0,3,10,0.27,31,0,per 100g
"Eggplant, unpeeled, fresh, baked, no added fat",109,1.3,0.4,3,3,6,0.12,0,1.9,0,0,3,8,0.24,27,0,per 100g
"Endive, fresh, raw",58,1.5,0.2,0.4,0.3,76,0.4,142,0.02,0,0,18,73,1.7,46,0.2,per 100g
"Fennel, fresh, raw",92,1,0.1,3.3,3.3,38,0.1,27,0.05,0,0,9,0,0.1,20,0.7,per 100g
"Fennel, fresh, boiled, drained",108,1.2,0.1,3.9,3.9,42,0.11,21,0.04,0,0,8,0,0.11,22,0.8,per 100g
"Garlic, peeled, fresh, raw",522,6.1,2.8,10.2,1.5,8,1,3,1.24,0,0,11,2,1.7,30,14.2,per 100g
"Garlic, peeled, fresh, fried, no added fat",842,9.8,4.5,16.4,2.4,13,1.61,4,1.89,0,0,15,2,2.74,48,22.9,per 100g
"Gherkin, pickled, drained, commercial",441,0.4,0.3,24.4,23.6,520,0,1,0.02,0,0,0,6,0.5,22,0,per 100g
"Ginger, peeled, fresh, raw",132,0.8,0.4,4.8,1.7,11,0.4,11,0.16,0,0,3,6,0.6,17,0.7,per 100g
"Ginger, peeled, fresh, fried, no added fat",160,1,0.5,5.8,2.1,13,0.49,11,0.18,0,0,3,6,0.73,21,0.8,per 100g
"Kale, raw",103,3.3,0,0.3,0.3,120,0.31,73,0.12,0,0,32,217,1.6,230,0,per 100g
"Kohlrabi, peeled, fresh, raw",163,3.7,0.1,4.2,4.2,16,0.4,15,0.09,0,0,71,5,0.7,25,0,per 100g
"Kale, cooked, no added fat",147,4.7,0,0.4,0.4,171,0.44,89,0.16,0,0,39,278,2.28,328,0,per 100g
"Kohlrabi, peeled, fresh, boiled, drained",170,3.8,0.1,4.4,4.4,16,0.4,10,0.07,0,0,55,5,0.69,25,0,per 100g
"Leek, fresh, raw",136,2.1,0.4,3.7,3.7,17,0.3,35,0.07,0,0,30,46,0.7,33,0,per 100g
"Leek, fresh, fried, no added fat",164,2.5,0.5,4.4,4.4,20,0.36,34,0.08,0,0,31,50,0.84,40,0,per 100g
"Leek, fresh, boiled, drained",151,2.3,0.4,4.1,4.1,18,0.32,25,0.06,0,0,25,46,0.74,35,0,per 100g
"Lettuce, cos, raw",80,1.4,0.3,1.8,1.8,18,0.31,57,0.06,0,0,13,204,0.7,20,0.6,per 100g
"Lettuce, iceberg, raw",60,1,0,2.1,2.1,12,0.21,87,0,0,0,2,5,0.26,18,0,per 100g
"Lettuce, mignonette, raw",64,1.3,0.3,1.1,1.1,18,0.28,57,0.06,0,0,12,97,1.1,20,0.8,per 100g
"Mixed leafy greens, commercial, raw",54,2.2,0,0,0,91,0.49,44,0.05,0,0,2,333,1.6,96,0,per 100g
"Melon, bitter, fresh, raw",46,0.9,0,0.2,0.1,3,0.1,72,0.04,0,0,50,10,0.9,22,0.2,per 100g
"Melon, hairy, fresh, raw",61,0.7,0,2,1.7,2,0.2,72,0.04,0,0,69,3,0.3,12,0.7,per 100g
"Mint, fresh, raw",225,3.1,1.1,4.4,0.9,28,0.8,114,0.13,0,0,26,"1,061",3.6,210,0.1,per 100g
"Mixed vegetables, purchased frozen, carrot, corn & pea/bean, boiled, drained",187,1.8,0.3,5.9,2.7,25,0.3,36,0.22,0,0,4,287,0.58,31,0,per 100g
"Mushroom, common, fresh, raw",87,2.2,0.4,0,0,9,0.06,22,0.01,0,2.14,0,0,0.45,3,16,per 100g
"Mushroom, common, fresh, fried, no added fat",156,4,0.7,0,0,15,0.1,28,0.02,0,3.43,0,0,0.8,5,28.6,per 100g
"Mushroom, common, vitamin D enhanced, fresh, raw",87,2.2,0.4,0,0,9,0.06,22,0.01,0,24.18,0,0,0.45,3,16,per 100g
"Mushroom, common, vitamin D enhanced, fresh, fried, no added fat",156,4,0.7,0,0,15,0.1,28,0.02,0,38.86,0,0,0.8,5,28.6,per 100g
"Okra, raw",112,3.1,0.2,1.4,1.4,2,0.6,60,0.22,0,0,34,17,1.1,82,0.7,per 100g
"Okra, cooked, no added fat",120,3.3,0.2,1.5,1.5,2,0.61,42,0.17,0,0,27,16,1.12,84,0.7,per 100g
"Olive, green or black, drained",862,2.4,20.5,1.8,0,"1,450",0.13,3,0.02,0,0,1,47,1.91,52,0,per 100g
"Onion, mature, brown skinned, peeled, raw",139,1.3,0,5.8,5.8,8,0.2,35,0.04,0,0,7,0,0.24,23,0,per 100g
"Onion, mature, brown skinned, peeled, fresh, fried, no added fat",224,2.1,0,9.4,9.4,12,0.33,46,0.05,0,0,10,0,0.4,37,0,per 100g
"Onion, mature, white skinned, peeled, fresh, raw",128,1.7,0.1,4.7,4.7,13,0.22,35,0.04,0,0,6,1,0.29,26,0,per 100g
"Onion, mature, white skinned, peeled, fresh, fried, no added fat",203,2.7,0.2,7.5,7.5,21,0.35,45,0.06,0,0,8,1,0.46,41,0,per 100g
"Onion, mature, red skinned, raw",113,0.8,0,5.5,5.5,5,0.13,2,0.03,0,0,5,0,0.17,19,0,per 100g
"Onion, mature, red skinned, fried, no added fat",183,1.2,0,8.9,8.9,8,0.21,2,0.04,0,0,6,0,0.27,31,0,per 100g
"Onion, spring, fresh, raw",127,1.7,0.2,4.6,4.5,13,0.1,35,0.04,0,0,32,104,0.5,22,0.6,per 100g
"Onion, spring, fresh, fried, no added fat",204,2.7,0.3,7.4,7.2,21,0.16,46,0.06,0,0,44,151,0.81,35,1,per 100g
"Parsley, continental, fresh, raw",150,3.9,0.7,1.1,1,150,0.91,180,0.13,0,0,180,700,3.9,120,0.1,per 100g
"Parsley, curly, fresh, raw",96,1.9,0.2,0.4,0.4,48,1.2,55,0.12,0,0,95,794,9.4,200,0.1,per 100g
"Parsnip, peeled, fresh, raw",237,1.8,0.2,10,4.8,19,0.4,27,0.06,0,0,12,2,0.3,38,0,per 100g
"Parsnip, peeled, fresh, baked, no added fat",289,2.2,0.2,12.2,5.8,23,0.49,26,0.07,0,0,11,3,0.36,46,0,per 100g
"Parsnip, peeled, fresh, boiled, drained",255,1.9,0.2,10.8,5.2,19,0.41,19,0.05,0,0,8,2,0.31,39,0,per 100g
"Pea, green, fresh, raw",294,5.8,0.4,8.1,4,1,1.05,57,0.2,0,0,32,71,1.8,30,2,per 100g
"Pea, green, fresh, boiled, drained",251,4.8,0.4,6.4,2.7,1,0.8,63,0.06,0,0,14,69,1.1,18,0,per 100g
"Pea, green, frozen, boiled, drained",261,5.2,0.3,6.4,2.5,3,1.8,59,0.06,0,0,11,30,1.6,27,0,per 100g
"Potato, chips, regular, fast food outlet, deep fried, blended oil, salted",944,3.8,10.1,28.2,0,228,0.49,8,0.05,0,0,1,0,0.86,10,0.7,per 100g
"Potato, chips, regular, fast food outlet, deep fried, monounsaturated oil, salted","1,020",3.8,12.2,28.2,0,192,0.49,8,0.05,0,0,1,0,0.86,10,0.7,per 100g
"Potato, chips, regular, independent takeaway outlet, deep fried, blended oil, salted",997,3.8,11.6,28.2,0,180,0.49,8,0.05,0,0,1,0,0.86,10,0.7,per 100g
"Potato, chips, regular, purchased frozen, baked, no added fat","1,087",4.8,5.4,44.5,0.2,60,0.6,8,0.05,0,0,20,1,1.3,8,0.7,per 100g
"Potato, coliban, peeled, raw",242,2,0,11.5,1,4,0.21,14,0.11,0,0,15,0,0.45,3,0,per 100g
"Potato, coliban, peeled, baked, no added fat",368,3,0,17.4,1.5,7,0.32,19,0.16,0,0,18,0,0.68,5,0,per 100g
"Potato, coliban, peeled, boiled, drained",234,1,0,11.6,0,10,0.24,37,0.08,0,0,11,0,0.42,6,0.9,per 100g
"Potato, desiree, peeled, raw",240,2.3,0,10.7,1.7,5,0.28,14,0.1,0,0,14,0,0.24,6,0,per 100g
"Potato, desiree, peeled, baked, no added fat",364,3.5,0,16.2,2.6,8,0.42,19,0.14,0,0,17,0,0.36,10,0,per 100g
"Potato, desiree, peeled, boiled, drained",245,2.3,0,10.9,1.7,5,0.27,13,0.1,0,0,11,0,0.23,6,0,per 100g
"Potato, new, peeled, raw",272,2.3,0.1,12.8,0.6,3,0.35,14,0.11,0,0,15,0,0.6,4,0,per 100g
"Potato, new, peeled, baked, no added fat",413,3.5,0.2,19.4,0.8,4,0.53,19,0.16,0,0,18,0,0.91,7,0,per 100g
"Potato, new, peeled, boiled, drained",282,2.5,0.1,12.8,0.4,3,0.27,37,0.08,0,0,11,0,0.5,4,0.5,per 100g
"Potato, pale skin, peeled, raw",242,2,0,11.5,1,4,0.21,14,0.11,0,0,16,0,0.45,3,0,per 100g
"Potato, pale skin, peeled, boiled, drained",258,1.5,0.1,12.1,0.3,8,0.23,10,0.05,0,0,10,0,0.31,5,0.5,per 100g
"Potato, pale skin, peeled, baked, no added fat",368,3,0,17.4,1.5,7,0.32,19,0.16,0,0,19,0,0.68,5,0,per 100g
